season,fbdb_id,player,usfl_team,league,team_name,appearance
2015,chad-williams-willich18,Chad Williams,NO,FCS,Grambling,1
2016,chad-williams-willich18,Chad Williams,NO,FCS,Grambling,1
2017,chad-williams-willich18,Chad Williams,NO,NFL,Arizona,1
2018,chad-williams-willich18,Chad Williams,NO,NFL,Arizona,1
2019,chad-williams-willich18,Chad Williams,NO,NFL,Indianapolis,1
2019,chad-williams-willich18,Chad Williams,NO,NFL,Arizona,0
2020,chad-williams-willich18,Chad Williams,NO,NFL,Kansas City,0
2020,chad-williams-willich18,Chad Williams,NO,NFL,Indianapolis,0
2021,chad-williams-willich18,Chad Williams,NO,NFL,Kansas City,0
2017,tre-walker-walketr03,Tre Walker,PIT,FBS,San Jose State,1
2018,tre-walker-walketr03,Tre Walker,PIT,FBS,San Jose State,1
2019,tre-walker-walketr03,Tre Walker,PIT,FBS,San Jose State,1
2020,tre-walker-walketr03,Tre Walker,PIT,FBS,San Jose State,1
2021,tre-walker-walketr03,Tre Walker,PIT,NFL,Buffalo,0
2013,john-franklin-frankjo07,John Franklin,TB,FBS,Florida State,0
2014,john-franklin-frankjo07,John Franklin,TB,FBS,Florida State,1
2015,john-franklin-frankjo07,John Franklin,TB,NJCAA,East Mississippi CC (MS),1
2016,john-franklin-frankjo07,John Franklin,TB,FBS,Auburn,1
2017,john-franklin-frankjo07,John Franklin,TB,FBS,Florida Atlantic,1
2018,john-franklin-frankjo07,John Franklin,TB,NFL,Chicago,0
2019,john-franklin-frankjo07,John Franklin,TB,NFL,Tampa Bay,1
2019,john-franklin-frankjo07,John Franklin,TB,NFL,Chicago,0
2020,john-franklin-frankjo07,John Franklin,TB,NFL,Tampa Bay,0
2021,john-franklin-frankjo07,John Franklin,TB,NFL,Tampa Bay,0
2019,randy-satterfield-sattera01,Randy Satterfield,NJ,CFL,Saskatchewan,0
2020,randy-satterfield-sattera01,Randy Satterfield,NJ,CFL,Saskatchewan,0
2021,randy-satterfield-sattera01,Randy Satterfield,NJ,CFL,Saskatchewan,0
2015,maurice-alexander-alexama03,Maurice Alexander,PHI,FBS,FIU,0
2016,maurice-alexander-alexama03,Maurice Alexander,PHI,FBS,FIU,1
2017,maurice-alexander-alexama03,Maurice Alexander,PHI,FBS,FIU,1
2018,maurice-alexander-alexama03,Maurice Alexander,PHI,FBS,FIU,1
2019,maurice-alexander-alexama03,Maurice Alexander,PHI,FBS,FIU,1
2015,vinny-papale-papalvi02,Vinny Papale,TB,FCS,Delaware,1
2016,vinny-papale-papalvi02,Vinny Papale,TB,FCS,Delaware,1
2017,vinny-papale-papalvi02,Vinny Papale,TB,FCS,Delaware,1
2018,vinny-papale-papalvi02,Vinny Papale,TB,FCS,Delaware,1
2020,vinny-papale-papalvi02,Vinny Papale,TB,CFL,Montreal,0
2021,vinny-papale-papalvi02,Vinny Papale,TB,TSL,Conquerors,1
2013,jack-tocho-tochoja01,Jack Tocho,PHI,FBS,North Carolina State,1
2014,jack-tocho-tochoja01,Jack Tocho,PHI,FBS,North Carolina State,1
2015,jack-tocho-tochoja01,Jack Tocho,PHI,FBS,North Carolina State,1
2016,jack-tocho-tochoja01,Jack Tocho,PHI,FBS,North Carolina State,1
2017,jack-tocho-tochoja01,Jack Tocho,PHI,NFL,Minnesota,0
2018,jack-tocho-tochoja01,Jack Tocho,PHI,NFL,Washington,0
2018,jack-tocho-tochoja01,Jack Tocho,PHI,NFL,Minnesota,0
2019,jack-tocho-tochoja01,Jack Tocho,PHI,NFL,Pittsburgh,0
2019,jack-tocho-tochoja01,Jack Tocho,PHI,AAF,Birmingham,1
2020,jack-tocho-tochoja01,Jack Tocho,PHI,XFL,Los Angeles,1
2013,shalom-luani-luanish01,Shalom Luani,NJ,CCCAA,City College of San Francisco (CA),1
2014,shalom-luani-luanish01,Shalom Luani,NJ,CCCAA,City College of San Francisco (CA),1
2015,shalom-luani-luanish01,Shalom Luani,NJ,FBS,Washington State,1
2016,shalom-luani-luanish01,Shalom Luani,NJ,FBS,Washington State,1
2017,shalom-luani-luanish01,Shalom Luani,NJ,NFL,Las Vegas,1
2018,shalom-luani-luanish01,Shalom Luani,NJ,NFL,Seattle,1
2018,shalom-luani-luanish01,Shalom Luani,NJ,NFL,Las Vegas,0
2019,shalom-luani-luanish01,Shalom Luani,NJ,NFL,Houston,0
2019,shalom-luani-luanish01,Shalom Luani,NJ,NFL,LA Chargers,1
2019,shalom-luani-luanish01,Shalom Luani,NJ,NFL,Seattle,0
2020,shalom-luani-luanish01,Shalom Luani,NJ,NFL,Houston,0
2021,shalom-luani-luanish01,Shalom Luani,NJ,TSL,Jousters,1
2013,orion-stewart-stewaor01,Orion Stewart,MI,FBS,Baylor,1
2014,orion-stewart-stewaor01,Orion Stewart,MI,FBS,Baylor,1
2015,orion-stewart-stewaor01,Orion Stewart,MI,FBS,Baylor,1
2016,orion-stewart-stewaor01,Orion Stewart,MI,FBS,Baylor,1
2017,orion-stewart-stewaor01,Orion Stewart,MI,NFL,Washington,0
2017,orion-stewart-stewaor01,Orion Stewart,MI,NFL,Buffalo,0
2017,orion-stewart-stewaor01,Orion Stewart,MI,NFL,Denver,0
2018,orion-stewart-stewaor01,Orion Stewart,MI,NFL,NY Giants,0
2018,orion-stewart-stewaor01,Orion Stewart,MI,NFL,Washington,0
2019,orion-stewart-stewaor01,Orion Stewart,MI,NFL,Tampa Bay,0
2019,orion-stewart-stewaor01,Orion Stewart,MI,AAF,San Antonio,1
2012,obi-melifonwu-melifob01,Obi Melifonwu,TB,FBS,Connecticut,0
2013,obi-melifonwu-melifob01,Obi Melifonwu,TB,FBS,Connecticut,1
2014,obi-melifonwu-melifob01,Obi Melifonwu,TB,FBS,Connecticut,1
2015,obi-melifonwu-melifob01,Obi Melifonwu,TB,FBS,Connecticut,1
2016,obi-melifonwu-melifob01,Obi Melifonwu,TB,FBS,Connecticut,1
2017,obi-melifonwu-melifob01,Obi Melifonwu,TB,NFL,Las Vegas,1
2018,obi-melifonwu-melifob01,Obi Melifonwu,TB,NFL,New England,1
2018,obi-melifonwu-melifob01,Obi Melifonwu,TB,NFL,Las Vegas,0
2019,obi-melifonwu-melifob01,Obi Melifonwu,TB,NFL,New England,0
2020,obi-melifonwu-melifob01,Obi Melifonwu,TB,NFL,New England,0
2021,obi-melifonwu-melifob01,Obi Melifonwu,TB,NFL,Philadelphia,0
2021,obi-melifonwu-melifob01,Obi Melifonwu,TB,NFL,San Francisco,0
2014,arnold-tarpley-tarplar01,Arnold Tarpley,PIT,FBS,Vanderbilt,1
2015,arnold-tarpley-tarplar01,Arnold Tarpley,PIT,FBS,Vanderbilt,1
2016,arnold-tarpley-tarplar01,Arnold Tarpley,PIT,FBS,Vanderbilt,1
2017,arnold-tarpley-tarplar01,Arnold Tarpley,PIT,FBS,Vanderbilt,1
2019,arnold-tarpley-tarplar01,Arnold Tarpley,PIT,AAF,Memphis,1
2012,dartez-jacobs-jacobda04,Dartez Jacobs,NO,CCCAA,College of the Canyons (CA),1
2013,dartez-jacobs-jacobda04,Dartez Jacobs,NO,CCCAA,College of the Canyons (CA),1
2014,dartez-jacobs-jacobda04,Dartez Jacobs,NO,FBS,Georgia State,1
2015,dartez-jacobs-jacobda04,Dartez Jacobs,NO,FBS,Georgia State,1
2014,andrew-soroh-sorohan01,Andrew Soroh,HOU,FBS,Florida Atlantic,0
2015,andrew-soroh-sorohan01,Andrew Soroh,HOU,FBS,Florida Atlantic,1
2016,andrew-soroh-sorohan01,Andrew Soroh,HOU,FBS,Florida Atlantic,1
2017,andrew-soroh-sorohan01,Andrew Soroh,HOU,FBS,Florida Atlantic,1
2018,andrew-soroh-sorohan01,Andrew Soroh,HOU,FBS,Florida Atlantic,1
2019,andrew-soroh-sorohan01,Andrew Soroh,HOU,NFL,Kansas City,0
2020,andrew-soroh-sorohan01,Andrew Soroh,HOU,NFL,Kansas City,0
2020,andrew-soroh-sorohan01,Andrew Soroh,HOU,XFL,New York,1
2021,andrew-soroh-sorohan01,Andrew Soroh,HOU,CFL,Toronto,0
2017,christian-mcfarland-mcfarch01,Christian McFarland,BIR,CCCAA,Sacramento CC (CA),1
2018,christian-mcfarland-mcfarch01,Christian McFarland,BIR,FCS,Idaho State,1
2019,christian-mcfarland-mcfarch01,Christian McFarland,BIR,FCS,Idaho State,1
2013,tyree-robinson-robinty02,Tyree Robinson,BIR,FBS,Oregon,0
2014,tyree-robinson-robinty02,Tyree Robinson,BIR,FBS,Oregon,1
2015,tyree-robinson-robinty02,Tyree Robinson,BIR,FBS,Oregon,1
2016,tyree-robinson-robinty02,Tyree Robinson,BIR,FBS,Oregon,1
2017,tyree-robinson-robinty02,Tyree Robinson,BIR,FBS,Oregon,1
2018,tyree-robinson-robinty02,Tyree Robinson,BIR,NFL,San Francisco,0
2018,tyree-robinson-robinty02,Tyree Robinson,BIR,NFL,Dallas,0
2019,tyree-robinson-robinty02,Tyree Robinson,BIR,NFL,San Francisco,0
2020,tyree-robinson-robinty02,Tyree Robinson,BIR,CFL,Hamilton,0
2021,tyree-robinson-robinty02,Tyree Robinson,BIR,CFL,Saskatchewan,0
2021,tyree-robinson-robinty02,Tyree Robinson,BIR,CFL,Hamilton,0
2016,manny-bunch-bunchma02,Manny Bunch,HOU,FBS,Tulsa,1
2017,manny-bunch-bunchma02,Manny Bunch,HOU,FBS,Tulsa,1
2018,manny-bunch-bunchma02,Manny Bunch,HOU,FBS,Tulsa,1
2019,manny-bunch-bunchma02,Manny Bunch,HOU,FBS,Tulsa,1
2021,manny-bunch-bunchma02,Manny Bunch,HOU,TSL,Linemen,1
2016,bryce-torneden-tornebr01,Bryce Torneden,PIT,FBS,Kansas,1
2017,bryce-torneden-tornebr01,Bryce Torneden,PIT,FBS,Kansas,1
2018,bryce-torneden-tornebr01,Bryce Torneden,PIT,FBS,Kansas,1
2019,bryce-torneden-tornebr01,Bryce Torneden,PIT,FBS,Kansas,1
2021,bryce-torneden-tornebr01,Bryce Torneden,PIT,TSL,Sea Lions,1
2013,anthony-cioffi-cioffan01,Anthony Cioffi,TB,FBS,Rutgers,1
2014,anthony-cioffi-cioffan01,Anthony Cioffi,TB,FBS,Rutgers,1
2015,anthony-cioffi-cioffan01,Anthony Cioffi,TB,FBS,Rutgers,1
2016,anthony-cioffi-cioffan01,Anthony Cioffi,TB,FBS,Rutgers,1
2017,anthony-cioffi-cioffan01,Anthony Cioffi,TB,NFL,Las Vegas,0
2018,anthony-cioffi-cioffan01,Anthony Cioffi,TB,CFL,Ottawa,1
2019,anthony-cioffi-cioffan01,Anthony Cioffi,TB,NFL,NY Jets,0
2019,anthony-cioffi-cioffan01,Anthony Cioffi,TB,CFL,Ottawa,1
2020,anthony-cioffi-cioffan01,Anthony Cioffi,TB,NFL,NY Jets,0
2021,anthony-cioffi-cioffan01,Anthony Cioffi,TB,CFL,British Columbia,1
2014,kieron-williams-williki01,Kieron Williams,MI,FBS,Nebraska,1
2015,kieron-williams-williki01,Kieron Williams,MI,FBS,Nebraska,1
2016,kieron-williams-williki01,Kieron Williams,MI,FBS,Nebraska,1
2017,kieron-williams-williki01,Kieron Williams,MI,FBS,Nebraska,1
2019,kieron-williams-williki01,Kieron Williams,MI,AAF,Arizona,1
2020,kieron-williams-williki01,Kieron Williams,MI,CFL,Edmonton,0
2021,kieron-williams-williki01,Kieron Williams,MI,CFL,Edmonton,0
2014,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,FBS,West Virginia,1
2015,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,FBS,West Virginia,1
2016,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,FBS,West Virginia,0
2017,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,FBS,West Virginia,1
2018,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,FBS,West Virginia,1
2019,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,NFL,Pittsburgh,0
2020,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,NFL,NY Giants,0
2020,dravon-askewhenry-askewdr01,Dravon Askew-Henry,NJ,XFL,New York,1
2013,cody-brown-brownco08,Cody Brown,PHI,NJCAA,Independence CC (KS),1
2014,cody-brown-brownco08,Cody Brown,PHI,NJCAA,Independence CC (KS),1
2015,cody-brown-brownco08,Cody Brown,PHI,FBS,Arkansas State,1
2016,cody-brown-brownco08,Cody Brown,PHI,FBS,Arkansas State,1
2019,cody-brown-brownco08,Cody Brown,PHI,NFL,Jacksonville,0
2019,cody-brown-brownco08,Cody Brown,PHI,AAF,Salt Lake,1
2020,cody-brown-brownco08,Cody Brown,PHI,XFL,Houston,1
2014,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,FBS,Vanderbilt,1
2015,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,FBS,Vanderbilt,1
2016,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,FBS,Vanderbilt,1
2017,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,FBS,Vanderbilt,1
2018,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,FBS,Vanderbilt,1
2019,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,NFL,Tennessee,0
2020,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,XFL,Los Angeles,1
2021,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,NFL,Carolina,0
2021,ladarius-wiley-wileyla01,Ladarius Wiley,PHI,NFL,Seattle,0
2020,jake-lacina-lacinja01,Jake Lacina,NJ,NFL,Minnesota,0
2016,sean-pollard-pollase01,Sean Pollard,MI,FBS,Clemson,1
2017,sean-pollard-pollase01,Sean Pollard,MI,FBS,Clemson,1
2018,sean-pollard-pollase01,Sean Pollard,MI,FBS,Clemson,1
2019,sean-pollard-pollase01,Sean Pollard,MI,FBS,Clemson,1
2020,sean-pollard-pollase01,Sean Pollard,MI,NFL,Baltimore,0
2014,bruno-reagan-reagabr01,Bruno Reagan,TB,FBS,Vanderbilt,0
2015,bruno-reagan-reagabr01,Bruno Reagan,TB,FBS,Vanderbilt,1
2016,bruno-reagan-reagabr01,Bruno Reagan,TB,FBS,Vanderbilt,1
2017,bruno-reagan-reagabr01,Bruno Reagan,TB,FBS,Vanderbilt,1
2018,bruno-reagan-reagabr01,Bruno Reagan,TB,FBS,Vanderbilt,1
2020,bruno-reagan-reagabr01,Bruno Reagan,TB,XFL,St. Louis,1
2013,sean-brown-brownse04,Sean Brown,PHI,NJCAA,Nassau CC (NY),0
2014,sean-brown-brownse04,Sean Brown,PHI,FCS,Mississippi Valley State,1
2015,sean-brown-brownse04,Sean Brown,PHI,FCS,Mississippi Valley State,1
2020,sean-brown-brownse04,Sean Brown,PHI,XFL,Los Angeles,0
2021,sean-brown-brownse04,Sean Brown,PHI,TSL,Generals,1
2010,jordan-mccray-mccrajo01,Jordan McCray,BIR,FBS,UCF,1
2011,jordan-mccray-mccrajo01,Jordan McCray,BIR,FBS,UCF,1
2012,jordan-mccray-mccrajo01,Jordan McCray,BIR,FBS,UCF,1
2013,jordan-mccray-mccrajo01,Jordan McCray,BIR,FBS,UCF,1
2014,jordan-mccray-mccrajo01,Jordan McCray,BIR,NFL,Minnesota,0
2014,jordan-mccray-mccrajo01,Jordan McCray,BIR,NFL,Green Bay,0
2015,jordan-mccray-mccrajo01,Jordan McCray,BIR,NFL,Carolina,0
2015,jordan-mccray-mccrajo01,Jordan McCray,BIR,NFL,Minnesota,0
2019,jordan-mccray-mccrajo01,Jordan McCray,BIR,NFL,Chicago,0
2019,jordan-mccray-mccrajo01,Jordan McCray,BIR,AAF,Orlando,1
2020,jordan-mccray-mccrajo01,Jordan McCray,BIR,XFL,Tampa Bay,1
2013,nico-falah-falahni01,Nico Falah,PIT,FBS,USC,0
2014,nico-falah-falahni01,Nico Falah,PIT,FBS,USC,1
2015,nico-falah-falahni01,Nico Falah,PIT,FBS,USC,1
2016,nico-falah-falahni01,Nico Falah,PIT,FBS,USC,1
2017,nico-falah-falahni01,Nico Falah,PIT,FBS,USC,1
2018,nico-falah-falahni01,Nico Falah,PIT,NFL,Denver,0
2018,nico-falah-falahni01,Nico Falah,PIT,NFL,NY Jets,0
2018,nico-falah-falahni01,Nico Falah,PIT,NFL,Tennessee,0
2019,nico-falah-falahni01,Nico Falah,PIT,NFL,Denver,0
2020,nico-falah-falahni01,Nico Falah,PIT,NFL,Denver,0
2021,nico-falah-falahni01,Nico Falah,PIT,NFL,Las Vegas,0
2015,jared-thomas-thomaja06,Jared Thomas,NO,FBS,Northwestern,0
2016,jared-thomas-thomaja06,Jared Thomas,NO,FBS,Northwestern,1
2017,jared-thomas-thomaja06,Jared Thomas,NO,FBS,Northwestern,1
2018,jared-thomas-thomaja06,Jared Thomas,NO,FBS,Northwestern,1
2019,jared-thomas-thomaja06,Jared Thomas,NO,FBS,Northwestern,1
2015,nick-buchanan-buchani01,Nick Buchanan,HOU,FBS,Florida,0
2016,nick-buchanan-buchani01,Nick Buchanan,HOU,FBS,Florida,1
2017,nick-buchanan-buchani01,Nick Buchanan,HOU,FBS,Florida,1
2018,nick-buchanan-buchani01,Nick Buchanan,HOU,FBS,Florida,1
2019,nick-buchanan-buchani01,Nick Buchanan,HOU,FBS,Florida,1
2021,nick-buchanan-buchani01,Nick Buchanan,HOU,CFL,Ottawa,0
2016,brayden-patton-pattobr01,Brayden Patton,PIT,FBS,Northern Illinois,0
2017,brayden-patton-pattobr01,Brayden Patton,PIT,FBS,Northern Illinois,1
2018,brayden-patton-pattobr01,Brayden Patton,PIT,FBS,Northern Illinois,1
2019,brayden-patton-pattobr01,Brayden Patton,PIT,FBS,Northern Illinois,1
2020,brayden-patton-pattobr01,Brayden Patton,PIT,FBS,Northern Illinois,1
2021,brayden-patton-pattobr01,Brayden Patton,PIT,FBS,Northern Illinois,1
2012,beniquez-brown-brownbe03,Beniquez Brown,HOU,FBS,Mississippi State,0
2013,beniquez-brown-brownbe03,Beniquez Brown,HOU,FBS,Mississippi State,1
2014,beniquez-brown-brownbe03,Beniquez Brown,HOU,FBS,Mississippi State,1
2015,beniquez-brown-brownbe03,Beniquez Brown,HOU,FBS,Mississippi State,1
2016,beniquez-brown-brownbe03,Beniquez Brown,HOU,NFL,Green Bay,0
2019,beniquez-brown-brownbe03,Beniquez Brown,HOU,AAF,Birmingham,1
2020,beniquez-brown-brownbe03,Beniquez Brown,HOU,XFL,Houston,1
2013,jerod-fernandez-fernaje01,Jerod Fernandez,NO,FBS,North Carolina State,0
2014,jerod-fernandez-fernaje01,Jerod Fernandez,NO,FBS,North Carolina State,1
2015,jerod-fernandez-fernaje01,Jerod Fernandez,NO,FBS,North Carolina State,1
2016,jerod-fernandez-fernaje01,Jerod Fernandez,NO,FBS,North Carolina State,1
2017,jerod-fernandez-fernaje01,Jerod Fernandez,NO,FBS,North Carolina State,1
2018,jerod-fernandez-fernaje01,Jerod Fernandez,NO,NFL,Washington,0
2019,jerod-fernandez-fernaje01,Jerod Fernandez,NO,CFL,Ottawa,1
2019,jerod-fernandez-fernaje01,Jerod Fernandez,NO,CFL,Calgary,0
2020,jerod-fernandez-fernaje01,Jerod Fernandez,NO,CFL,Ottawa,0
2021,jerod-fernandez-fernaje01,Jerod Fernandez,NO,CFL,Ottawa,1
2015,ej-ejiya-ejiyaej01,E.J. Ejiya,PIT,NJCAA,North Dakota State College of Science,1
2016,ej-ejiya-ejiyaej01,E.J. Ejiya,PIT,FBS,North Texas,1
2017,ej-ejiya-ejiyaej01,E.J. Ejiya,PIT,FBS,North Texas,1
2018,ej-ejiya-ejiyaej01,E.J. Ejiya,PIT,FBS,North Texas,1
2019,ej-ejiya-ejiyaej01,E.J. Ejiya,PIT,NFL,Baltimore,0
2021,ej-ejiya-ejiyaej01,E.J. Ejiya,PIT,TSL,Aviators,1
2013,scooby-wright-wrighsc01,Scooby Wright,BIR,FBS,Arizona,1
2014,scooby-wright-wrighsc01,Scooby Wright,BIR,FBS,Arizona,1
2015,scooby-wright-wrighsc01,Scooby Wright,BIR,FBS,Arizona,1
2016,scooby-wright-wrighsc01,Scooby Wright,BIR,NFL,Arizona,1
2016,scooby-wright-wrighsc01,Scooby Wright,BIR,NFL,Cleveland,0
2017,scooby-wright-wrighsc01,Scooby Wright,BIR,NFL,Arizona,1
2018,scooby-wright-wrighsc01,Scooby Wright,BIR,NFL,Arizona,0
2019,scooby-wright-wrighsc01,Scooby Wright,BIR,NFL,New England,0
2019,scooby-wright-wrighsc01,Scooby Wright,BIR,AAF,Arizona,1
2020,scooby-wright-wrighsc01,Scooby Wright,BIR,XFL,DC Defenders,1
2013,josh-banderas-bandejo01,Josh Banderas,PHI,FBS,Nebraska,1
2014,josh-banderas-bandejo01,Josh Banderas,PHI,FBS,Nebraska,1
2015,josh-banderas-bandejo01,Josh Banderas,PHI,FBS,Nebraska,1
2016,josh-banderas-bandejo01,Josh Banderas,PHI,FBS,Nebraska,1
2017,josh-banderas-bandejo01,Josh Banderas,PHI,NFL,Denver,0
2019,josh-banderas-bandejo01,Josh Banderas,PHI,CFL,Edmonton,0
2019,josh-banderas-bandejo01,Josh Banderas,PHI,AAF,Salt Lake,1
2020,josh-banderas-bandejo01,Josh Banderas,PHI,CFL,Edmonton,0
2021,josh-banderas-bandejo01,Josh Banderas,PHI,CFL,Edmonton,0
2021,josh-banderas-bandejo01,Josh Banderas,PHI,TSL,Generals,1
2014,christian-sam-samch01,Christian Sam,TB,FBS,Arizona State,1
2015,christian-sam-samch01,Christian Sam,TB,FBS,Arizona State,1
2016,christian-sam-samch01,Christian Sam,TB,FBS,Arizona State,1
2017,christian-sam-samch01,Christian Sam,TB,FBS,Arizona State,1
2018,christian-sam-samch01,Christian Sam,TB,NFL,New England,0
2019,christian-sam-samch01,Christian Sam,TB,NFL,Detroit,0
2019,christian-sam-samch01,Christian Sam,TB,NFL,San Francisco,0
2019,christian-sam-samch01,Christian Sam,TB,NFL,Miami,0
2019,christian-sam-samch01,Christian Sam,TB,NFL,New England,0
2020,christian-sam-samch01,Christian Sam,TB,NFL,Detroit,0
2021,christian-sam-samch01,Christian Sam,TB,TSL,Jousters,1
2015,justin-hughes-hugheju02,Justin Hughes,MI,FBS,Kansas State,0
2016,justin-hughes-hugheju02,Justin Hughes,MI,FBS,Kansas State,0
2017,justin-hughes-hugheju02,Justin Hughes,MI,FBS,Kansas State,1
2018,justin-hughes-hugheju02,Justin Hughes,MI,FBS,Kansas State,1
2019,justin-hughes-hugheju02,Justin Hughes,MI,FBS,Kansas State,0
2020,justin-hughes-hugheju02,Justin Hughes,MI,FBS,Kansas State,1
2015,chris-orr-orrch01,Chris Orr,NJ,FBS,Wisconsin,1
2016,chris-orr-orrch01,Chris Orr,NJ,FBS,Wisconsin,1
2017,chris-orr-orrch01,Chris Orr,NJ,FBS,Wisconsin,1
2018,chris-orr-orrch01,Chris Orr,NJ,FBS,Wisconsin,1
2019,chris-orr-orrch01,Chris Orr,NJ,FBS,Wisconsin,1
2020,chris-orr-orrch01,Chris Orr,NJ,NFL,Carolina,1
2021,chris-orr-orrch01,Chris Orr,NJ,NFL,Carolina,0
2012,reggie-northrup-northre01,Reggie Northrup,HOU,FBS,Florida State,1
2013,reggie-northrup-northre01,Reggie Northrup,HOU,FBS,Florida State,1
2014,reggie-northrup-northre01,Reggie Northrup,HOU,FBS,Florida State,1
2015,reggie-northrup-northre01,Reggie Northrup,HOU,FBS,Florida State,1
2016,reggie-northrup-northre01,Reggie Northrup,HOU,NFL,LA Rams,0
2016,reggie-northrup-northre01,Reggie Northrup,HOU,NFL,Washington,0
2017,reggie-northrup-northre01,Reggie Northrup,HOU,NFL,LA Rams,0
2017,reggie-northrup-northre01,Reggie Northrup,HOU,CFL,Montreal,1
2019,reggie-northrup-northre01,Reggie Northrup,HOU,AAF,Orlando,1
2020,reggie-northrup-northre01,Reggie Northrup,HOU,XFL,Tampa Bay,1
2020,jason-ferris-ferrija01,Jason Ferris,BIR,NFL,Carolina,0
2011,taiwan-jones-jonesta02,Taiwan Jones,MI,FBS,Michigan State,1
2012,taiwan-jones-jonesta02,Taiwan Jones,MI,FBS,Michigan State,1
2013,taiwan-jones-jonesta02,Taiwan Jones,MI,FBS,Michigan State,1
2014,taiwan-jones-jonesta02,Taiwan Jones,MI,FBS,Michigan State,1
2015,taiwan-jones-jonesta02,Taiwan Jones,MI,NFL,NY Jets,0
2016,taiwan-jones-jonesta02,Taiwan Jones,MI,NFL,NY Jets,1
2020,taiwan-jones-jonesta02,Taiwan Jones,MI,XFL,Los Angeles,1
2013,steven-rowzee-rowzest01,Steven Rowzee,NO,NJCAA,College of DuPage (IL),0
2015,steven-rowzee-rowzest01,Steven Rowzee,NO,NJCAA,Eastern Arizona JC (AZ),0
2016,steven-rowzee-rowzest01,Steven Rowzee,NO,FBS,Troy,1
2017,steven-rowzee-rowzest01,Steven Rowzee,NO,FBS,Troy,1
2012,vadal-alexander-alexava01,Vadal Alexander,PIT,FBS,LSU,1
2013,vadal-alexander-alexava01,Vadal Alexander,PIT,FBS,LSU,1
2014,vadal-alexander-alexava01,Vadal Alexander,PIT,FBS,LSU,1
2015,vadal-alexander-alexava01,Vadal Alexander,PIT,FBS,LSU,1
2016,vadal-alexander-alexava01,Vadal Alexander,PIT,NFL,Las Vegas,1
2017,vadal-alexander-alexava01,Vadal Alexander,PIT,NFL,Las Vegas,1
2018,vadal-alexander-alexava01,Vadal Alexander,PIT,NFL,Las Vegas,0
2013,cameron-hunt-huntca02,Cameron Hunt,BIR,FBS,Oregon,1
2014,cameron-hunt-huntca02,Cameron Hunt,BIR,FBS,Oregon,1
2015,cameron-hunt-huntca02,Cameron Hunt,BIR,FBS,Oregon,1
2016,cameron-hunt-huntca02,Cameron Hunt,BIR,FBS,Oregon,1
2017,cameron-hunt-huntca02,Cameron Hunt,BIR,NFL,San Francisco,0
2017,cameron-hunt-huntca02,Cameron Hunt,BIR,NFL,Denver,0
2018,cameron-hunt-huntca02,Cameron Hunt,BIR,NFL,Las Vegas,0
2019,cameron-hunt-huntca02,Cameron Hunt,BIR,NFL,Las Vegas,0
2015,tyler-higby-higbyty01,Tyler Higby,HOU,FBS,Michigan State,0
2016,tyler-higby-higbyty01,Tyler Higby,HOU,FBS,Michigan State,1
2017,tyler-higby-higbyty01,Tyler Higby,HOU,FBS,Michigan State,1
2018,tyler-higby-higbyty01,Tyler Higby,HOU,FBS,Michigan State,1
2019,tyler-higby-higbyty01,Tyler Higby,HOU,FBS,Michigan State,1
2020,tyler-higby-higbyty01,Tyler Higby,HOU,NFL,Minnesota,0
2021,tyler-higby-higbyty01,Tyler Higby,HOU,CFL,Edmonton,1
2016,michael-brown-brownmi09,Michael Brown,NJ,NJCAA,Eastern Arizona JC (AZ),0
2017,michael-brown-brownmi09,Michael Brown,NJ,NJCAA,Eastern Arizona JC (AZ),0
2018,michael-brown-brownmi09,Michael Brown,NJ,FBS,West Virginia,1
2019,michael-brown-brownmi09,Michael Brown,NJ,FBS,West Virginia,1
2020,michael-brown-brownmi09,Michael Brown,NJ,FBS,West Virginia,1
2021,michael-brown-brownmi09,Michael Brown,NJ,NFL,New Orleans,0
2015,jackson-scottbrown-scottja06,Jackson Scott-Brown,PHI,FCS,Northern Iowa,1
2016,jackson-scottbrown-scottja06,Jackson Scott-Brown,PHI,FCS,Northern Iowa,1
2017,jackson-scottbrown-scottja06,Jackson Scott-Brown,PHI,FCS,Northern Iowa,1
2018,jackson-scottbrown-scottja06,Jackson Scott-Brown,PHI,FCS,Northern Iowa,1
2019,jackson-scottbrown-scottja06,Jackson Scott-Brown,PHI,FCS,Northern Iowa,1
2013,fred-lauina-lauinfr01,Fred Lauina,TB,FBS,Oregon State,0
